VTX, IDX, ATTRIBUTE0.x, ATTRIBUTE0.y, ATTRIBUTE0.z, ATTRIBUTE1.x, ATTRIBUTE1.y, ATTRIBUTE1.z, ATTRIBUTE1.w, ATTRIBUTE2.x, ATTRIBUTE2.y, ATTRIBUTE2.z, ATTRIBUTE2.w, ATTRIBUTE5.x, ATTRIBUTE5.y, ATTRIBUTE6.x, ATTRIBUTE6.y, ATTRIBUTE13.x, ATTRIBUTE13.y, ATTRIBUTE13.z, ATTRIBUTE13.w, ATTRIBUTE3.x, ATTRIBUTE3.y, ATTRIBUTE3.z, ATTRIBUTE3.w, ATTRIBUTE14.x, ATTRIBUTE14.y, ATTRIBUTE14.z, ATTRIBUTE14.w, ATTRIBUTE4.x, ATTRIBUTE4.y, ATTRIBUTE4.z, ATTRIBUTE4.w, ATTRIBUTE15.x, ATTRIBUTE15.y, ATTRIBUTE15.z, ATTRIBUTE15.w
8263, 19143, -1.2227, -66.86515,  0.50511, -0.88189,  0.29921,  0.37008,  1.00, -0.82677,  0.44094,  0.34646,  1.00,  0.3044,  0.14723,  0.92859,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.63922,  0.29804,  0.06275,  0.00,  0.00,  0.00,  0.00,  0.00
8264, 19145, -0.92453, -66.0462, -4.04416E-15, -1.00,  0.00,  0.00,  1.00, -0.89764,  0.44094,  0.00,  1.00,  0.31511,  0.13868,  0.92836,  0.91189,  1.00,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.58431,  0.33725,  0.07843,  0.00,  0.00,  0.00,  0.00,  0.00
8265, 19146, -1.32885, -66.86515, -4.09431E-15, -0.98425,  0.15748,  0.00,  1.00, -0.89764,  0.44094,  0.00,  1.00,  0.3044,  0.13868,  0.92836,  0.91189,  1.00,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.63922,  0.29804,  0.06275,  0.00,  0.00,  0.00,  0.00,  0.00
8266, 19145, -0.92453, -66.0462, -4.04416E-15, -1.00,  0.00,  0.00,  1.00, -0.89764,  0.44094,  0.00,  1.00,  0.31511,  0.13868,  0.92836,  0.91189,  1.00,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.58431,  0.33725,  0.07843,  0.00,  0.00,  0.00,  0.00,  0.00
8267, 19143, -1.2227, -66.86515,  0.50511, -0.88189,  0.29921,  0.37008,  1.00, -0.82677,  0.44094,  0.34646,  1.00,  0.3044,  0.14723,  0.92859,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.63922,  0.29804,  0.06275,  0.00,  0.00,  0.00,  0.00,  0.00
8268, 19147,  0.00, -66.0462, -0.9349,  0.00,  0.00, -1.00,  1.00,  0.00,  0.44094, -0.89764,  1.00,  0.31511,  0.11008,  0.92997,  0.91188,  0.99608,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.58431,  0.33725,  0.07843,  0.00,  0.00,  0.00,  0.00,  0.00
8269, 19148, -0.49578, -66.86515, -1.23204, -0.37008,  0.29921, -0.88189,  1.00, -0.34646,  0.44094, -0.82677,  1.00,  0.30494,  0.11517,  0.9294,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.63922,  0.29804,  0.06275,  0.00,  0.00,  0.00,  0.00,  0.00
8270, 19149,  0.00, -66.86515, -1.33818,  0.00,  0.14961, -0.99213,  1.00,  0.00,  0.44094, -0.89764,  1.00,  0.30514,  0.11006,  0.92997,  0.91188,  0.99608,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.63922,  0.29804,  0.06275,  0.00,  0.00,  0.00,  0.00,  0.00
8271, 19150, -0.34182, -66.0462, -0.86066, -0.38583,  0.00, -0.92126,  1.00, -0.34646,  0.44094, -0.82677,  1.00,  0.31511,  0.11513,  0.9294,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.58431,  0.33725,  0.07843,  0.00,  0.00,  0.00,  0.00,  0.00
8272, 19148, -0.49578, -66.86515, -1.23204, -0.37008,  0.29921, -0.88189,  1.00, -0.34646,  0.44094, -0.82677,  1.00,  0.30494,  0.11517,  0.9294,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.63922,  0.29804,  0.06275,  0.00,  0.00,  0.00,  0.00,  0.00
8273, 19147,  0.00, -66.0462, -0.9349,  0.00,  0.00, -1.00,  1.00,  0.00,  0.44094, -0.89764,  1.00,  0.31511,  0.11008,  0.92997,  0.91188,  0.99608,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.58431,  0.33725,  0.07843,  0.00,  0.00,  0.00,  0.00,  0.00
8274, 19151, -0.64855, -66.0462, -0.65893, -0.70866,  0.00, -0.70866,  1.00, -0.6378,  0.44094, -0.6378,  1.00,  0.31511,  0.12045,  0.92883,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.58431,  0.33725,  0.07843,  0.00,  0.00,  0.00,  0.00,  0.00
8275, 19148, -0.49578, -66.86515, -1.23204, -0.37008,  0.29921, -0.88189,  1.00, -0.34646,  0.44094, -0.82677,  1.00,  0.30494,  0.11517,  0.9294,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.63922,  0.29804,  0.06275,  0.00,  0.00,  0.00,  0.00,  0.00
8276, 19150, -0.34182, -66.0462, -0.86066, -0.38583,  0.00, -0.92126,  1.00, -0.34646,  0.44094, -0.82677,  1.00,  0.31511,  0.11513,  0.9294,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.58431,  0.33725,  0.07843,  0.00,  0.00,  0.00,  0.00,  0.00
8277, 19152, -0.9343, -66.86515, -0.94363, -0.70079,  0.14961, -0.70079,  1.00, -0.6378,  0.44094, -0.6378,  1.00,  0.30468,  0.12048,  0.92883,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.63922,  0.29804,  0.06275,  0.00,  0.00,  0.00,  0.00,  0.00
8278, 19148, -0.49578, -66.86515, -1.23204, -0.37008,  0.29921, -0.88189,  1.00, -0.34646,  0.44094, -0.82677,  1.00,  0.30494,  0.11517,  0.9294,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.63922,  0.29804,  0.06275,  0.00,  0.00,  0.00,  0.00,  0.00
8279, 19151, -0.64855, -66.0462, -0.65893, -0.70866,  0.00, -0.70866,  1.00, -0.6378,  0.44094, -0.6378,  1.00,  0.31511,  0.12045,  0.92883,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.58431,  0.33725,  0.07843,  0.00,  0.00,  0.00,  0.00,  0.00
8280, 19151, -0.64855, -66.0462, -0.65893, -0.70866,  0.00, -0.70866,  1.00, -0.6378,  0.44094, -0.6378,  1.00,  0.31511,  0.12045,  0.92883,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.58431,  0.33725,  0.07843,  0.00,  0.00,  0.00,  0.00,  0.00
8281, 19153, -1.2227, -66.86515, -0.50511, -0.88189,  0.29921, -0.37008,  1.00, -0.82677,  0.44094, -0.34646,  1.00,  0.3044,  0.12579,  0.92859,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.63922,  0.29804,  0.06275,  0.00,  0.00,  0.00,  0.00,  0.00
8282, 19152, -0.9343, -66.86515, -0.94363, -0.70079,  0.14961, -0.70079,  1.00, -0.6378,  0.44094, -0.6378,  1.00,  0.30468,  0.12048,  0.92883,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.63922,  0.29804,  0.06275,  0.00,  0.00,  0.00,  0.00,  0.00
8283, 19154, -0.85028, -66.0462, -0.3522, -0.92126,  0.00, -0.38583,  1.00, -0.82677,  0.44094, -0.34646,  1.00,  0.31511,  0.12579,  0.92859,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.58431,  0.33725,  0.07843,  0.00,  0.00,  0.00,  0.00,  0.00
8284, 19153, -1.2227, -66.86515, -0.50511, -0.88189,  0.29921, -0.37008,  1.00, -0.82677,  0.44094, -0.34646,  1.00,  0.3044,  0.12579,  0.92859,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.63922,  0.29804,  0.06275,  0.00,  0.00,  0.00,  0.00,  0.00
8285, 19151, -0.64855, -66.0462, -0.65893, -0.70866,  0.00, -0.70866,  1.00, -0.6378,  0.44094, -0.6378,  1.00,  0.31511,  0.12045,  0.92883,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.58431,  0.33725,  0.07843,  0.00,  0.00,  0.00,  0.00,  0.00
8286, 19155, -0.92453, -66.0462, -4.04416E-15, -1.00,  0.00,  0.00,  1.00, -0.89764,  0.44094,  0.00,  1.00,  0.31511,  0.13718,  0.92836,  0.91189,  1.00,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.58431,  0.33725,  0.07843,  0.00,  0.00,  0.00,  0.00,  0.00
8287, 19153, -1.2227, -66.86515, -0.50511, -0.88189,  0.29921, -0.37008,  1.00, -0.82677,  0.44094, -0.34646,  1.00,  0.3044,  0.12579,  0.92859,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.63922,  0.29804,  0.06275,  0.00,  0.00,  0.00,  0.00,  0.00
8288, 19154, -0.85028, -66.0462, -0.3522, -0.92126,  0.00, -0.38583,  1.00, -0.82677,  0.44094, -0.34646,  1.00,  0.31511,  0.12579,  0.92859,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.58431,  0.33725,  0.07843,  0.00,  0.00,  0.00,  0.00,  0.00
8289, 19156, -1.32885, -66.86515, -4.09431E-15, -0.98425,  0.15748,  0.00,  1.00, -0.89764,  0.44094,  0.00,  1.00,  0.3044,  0.13718,  0.92836,  0.91189,  1.00,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.63922,  0.29804,  0.06275,  0.00,  0.00,  0.00,  0.00,  0.00
8290, 19153, -1.2227, -66.86515, -0.50511, -0.88189,  0.29921, -0.37008,  1.00, -0.82677,  0.44094, -0.34646,  1.00,  0.3044,  0.12579,  0.92859,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.63922,  0.29804,  0.06275,  0.00,  0.00,  0.00,  0.00,  0.00
8291, 19155, -0.92453, -66.0462, -4.04416E-15, -1.00,  0.00,  0.00,  1.00, -0.89764,  0.44094,  0.00,  1.00,  0.31511,  0.13718,  0.92836,  0.91189,  1.00,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.58431,  0.33725,  0.07843,  0.00,  0.00,  0.00,  0.00,  0.00
8292, 19157,  0.00, -66.86515, -1.33818,  0.00,  0.14961, -0.99213,  1.00,  0.00,  0.00, -1.00, -1.00,  0.30273,  0.11006,  0.92997,  0.91188,  0.99608,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.63922,  0.29804,  0.06275,  0.00,  0.00,  0.00,  0.00,  0.00
8293, 19158, -0.49638, -67.45641, -1.23255, -0.31496,  0.59843, -0.74016,  1.00, -0.38583,  0.00, -0.92126, -1.00,  0.29612,  0.11518,  0.9294,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.67843,  0.26667,  0.0549,  0.00,  0.00,  0.00,  0.00,  0.00
8294, 19159,  0.00, -67.45641, -1.33915,  0.00,  0.88189, -0.46457,  1.00,  0.00,  0.00, -1.00, -1.00,  0.29612,  0.11006,  0.92997,  0.91188,  0.99608,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.67843,  0.26667,  0.0549,  0.00,  0.00,  0.00,  0.00,  0.00
8295, 19160, -0.49578, -66.86515, -1.23204, -0.37008,  0.29921, -0.88189,  1.00, -0.38583,  0.00, -0.92126, -1.00,  0.30293,  0.11517,  0.9294,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.63922,  0.29804,  0.06275,  0.00,  0.00,  0.00,  0.00,  0.00
8296, 19158, -0.49638, -67.45641, -1.23255, -0.31496,  0.59843, -0.74016,  1.00, -0.38583,  0.00, -0.92126, -1.00,  0.29612,  0.11518,  0.9294,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.67843,  0.26667,  0.0549,  0.00,  0.00,  0.00,  0.00,  0.00
8297, 19157,  0.00, -66.86515, -1.33818,  0.00,  0.14961, -0.99213,  1.00,  0.00,  0.00, -1.00, -1.00,  0.30273,  0.11006,  0.92997,  0.91188,  0.99608,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.63922,  0.29804,  0.06275,  0.00,  0.00,  0.00,  0.00,  0.00
8298, 19161, -0.9343, -66.86515, -0.94363, -0.70079,  0.14961, -0.70079,  1.00, -0.70866,  0.00, -0.70866, -1.00,  0.30319,  0.12048,  0.92883,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.63922,  0.29804,  0.06275,  0.00,  0.00,  0.00,  0.00,  0.00
8299, 19158, -0.49638, -67.45641, -1.23255, -0.31496,  0.59843, -0.74016,  1.00, -0.38583,  0.00, -0.92126, -1.00,  0.29612,  0.11518,  0.9294,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.67843,  0.26667,  0.0549,  0.00,  0.00,  0.00,  0.00,  0.00
8300, 19160, -0.49578, -66.86515, -1.23204, -0.37008,  0.29921, -0.88189,  1.00, -0.38583,  0.00, -0.92126, -1.00,  0.30293,  0.11517,  0.9294,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.63922,  0.29804,  0.06275,  0.00,  0.00,  0.00,  0.00,  0.00
8301, 19162, -0.93678, -67.45641, -0.94291, -0.40157,  0.8189, -0.40157,  1.00, -0.70866,  0.00, -0.70866, -1.00,  0.29612,  0.1205,  0.92883,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.67843,  0.26667,  0.0549,  0.00,  0.00,  0.00,  0.00,  0.00
8302, 19158, -0.49638, -67.45641, -1.23255, -0.31496,  0.59843, -0.74016,  1.00, -0.38583,  0.00, -0.92126, -1.00,  0.29612,  0.11518,  0.9294,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.67843,  0.26667,  0.0549,  0.00,  0.00,  0.00,  0.00,  0.00
8303, 19161, -0.9343, -66.86515, -0.94363, -0.70079,  0.14961, -0.70079,  1.00, -0.70866,  0.00, -0.70866, -1.00,  0.30319,  0.12048,  0.92883,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.63922,  0.29804,  0.06275,  0.00,  0.00,  0.00,  0.00,  0.00
8304, 19161, -0.9343, -66.86515, -0.94363, -0.70079,  0.14961, -0.70079,  1.00, -0.70866,  0.00, -0.70866, -1.00,  0.30319,  0.12048,  0.92883,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.63922,  0.29804,  0.06275,  0.00,  0.00,  0.00,  0.00,  0.00
8305, 19163, -1.22643, -67.45641, -0.5025, -0.74016,  0.59843, -0.30709,  1.00, -0.92126,  0.00787, -0.38583, -1.00,  0.29612,  0.12583,  0.92859,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.67843,  0.26667,  0.0549,  0.00,  0.00,  0.00,  0.00,  0.00
8306, 19162, -0.93678, -67.45641, -0.94291, -0.40157,  0.8189, -0.40157,  1.00, -0.70866,  0.00, -0.70866, -1.00,  0.29612,  0.1205,  0.92883,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.67843,  0.26667,  0.0549,  0.00,  0.00,  0.00,  0.00,  0.00
8307, 19164, -1.2227, -66.86515, -0.50511, -0.88189,  0.29921, -0.37008,  1.00, -0.92126,  0.00787, -0.38583, -1.00,  0.30347,  0.12579,  0.92859,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.63922,  0.29804,  0.06275,  0.00,  0.00,  0.00,  0.00,  0.00
8308, 19163, -1.22643, -67.45641, -0.5025, -0.74016,  0.59843, -0.30709,  1.00, -0.92126,  0.00787, -0.38583, -1.00,  0.29612,  0.12583,  0.92859,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.67843,  0.26667,  0.0549,  0.00,  0.00,  0.00,  0.00,  0.00
8309, 19161, -0.9343, -66.86515, -0.94363, -0.70079,  0.14961, -0.70079,  1.00, -0.70866,  0.00, -0.70866, -1.00,  0.30319,  0.12048,  0.92883,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.63922,  0.29804,  0.06275,  0.00,  0.00,  0.00,  0.00,  0.00
8310, 19165, -1.32885, -66.86515, -4.09431E-15, -0.98425,  0.15748,  0.00,  1.00, -1.00,  0.00787,  0.00, -1.00,  0.30347,  0.13718,  0.92836,  0.91189,  1.00,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.63922,  0.29804,  0.06275,  0.00,  0.00,  0.00,  0.00,  0.00
8311, 19163, -1.22643, -67.45641, -0.5025, -0.74016,  0.59843, -0.30709,  1.00, -0.92126,  0.00787, -0.38583, -1.00,  0.29612,  0.12583,  0.92859,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.67843,  0.26667,  0.0549,  0.00,  0.00,  0.00,  0.00,  0.00
8312, 19164, -1.2227, -66.86515, -0.50511, -0.88189,  0.29921, -0.37008,  1.00, -0.92126,  0.00787, -0.38583, -1.00,  0.30347,  0.12579,  0.92859,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.63922,  0.29804,  0.06275,  0.00,  0.00,  0.00,  0.00,  0.00
8313, 19166, -1.33303, -67.45641, -4.13051E-15, -0.70866,  0.70079,  0.00,  1.00, -1.00,  0.00787,  0.00, -1.00,  0.29612,  0.13718,  0.92836,  0.91189,  1.00,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.67843,  0.26667,  0.0549,  0.00,  0.00,  0.00,  0.00,  0.00
8314, 19163, -1.22643, -67.45641, -0.5025, -0.74016,  0.59843, -0.30709,  1.00, -0.92126,  0.00787, -0.38583, -1.00,  0.29612,  0.12583,  0.92859,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.67843,  0.26667,  0.0549,  0.00,  0.00,  0.00,  0.00,  0.00
8315, 19165, -1.32885, -66.86515, -4.09431E-15, -0.98425,  0.15748,  0.00,  1.00, -1.00,  0.00787,  0.00, -1.00,  0.30347,  0.13718,  0.92836,  0.91189,  1.00,  1.00,  1.00,  0.49804, 1, 2, 3, 0, 0, 0, 0, 0,  0.63922,  0.29804,  0.06275,  0.00,  0.00,  0.00,  0.00,  0.00
8316, 19167, -4.0246, -48.04776, -2.94208E-15, -0.98425, -0.15748,  0.00,  1.00, -0.92126,  0.3937,  0.00,  1.00,  0.45931,  0.13718,  0.92762,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
8317, 19168, -3.37691, -47.3479, -0.79186, -0.71654, -0.41732, -0.55906,  1.00, -0.74016,  0.33858, -0.58268,  1.00,  0.46474,  0.12794,  0.92796,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
8318, 19169, -3.72764, -47.3479, -2.89922E-15, -0.46457, -0.88976,  0.00,  1.00, -0.92126,  0.3937,  0.00,  1.00,  0.46474,  0.13718,  0.92762,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
8319, 19170, -3.64596, -48.04776, -0.85495, -0.48819, -0.7874, -0.37795,  1.00, -0.74016,  0.33858, -0.58268,  1.00,  0.4585,  0.12794,  0.92796,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
8320, 19168, -3.37691, -47.3479, -0.79186, -0.71654, -0.41732, -0.55906,  1.00, -0.74016,  0.33858, -0.58268,  1.00,  0.46474,  0.12794,  0.92796,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
8321, 19167, -4.0246, -48.04776, -2.94208E-15, -0.98425, -0.15748,  0.00,  1.00, -0.92126,  0.3937,  0.00,  1.00,  0.45931,  0.13718,  0.92762,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
8322, 19171, -2.84154, -48.04776, -1.48867, -0.4252, -0.44882, -0.77953,  1.00, -0.46457,  0.26772, -0.84252,  1.00,  0.4585,  0.12457,  0.92831,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
8323, 19168, -3.37691, -47.3479, -0.79186, -0.71654, -0.41732, -0.55906,  1.00, -0.74016,  0.33858, -0.58268,  1.00,  0.46474,  0.12794,  0.92796,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
8324, 19170, -3.64596, -48.04776, -0.85495, -0.48819, -0.7874, -0.37795,  1.00, -0.74016,  0.33858, -0.58268,  1.00,  0.4585,  0.12794,  0.92796,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
8325, 19172, -2.63179, -47.3479, -1.37886, -0.29134, -0.79528, -0.53543,  1.00, -0.46457,  0.26772, -0.84252,  1.00,  0.46474,  0.12457,  0.92831,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
8326, 19168, -3.37691, -47.3479, -0.79186, -0.71654, -0.41732, -0.55906,  1.00, -0.74016,  0.33858, -0.58268,  1.00,  0.46474,  0.12794,  0.92796,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
8327, 19171, -2.84154, -48.04776, -1.48867, -0.4252, -0.44882, -0.77953,  1.00, -0.46457,  0.26772, -0.84252,  1.00,  0.4585,  0.12457,  0.92831,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
8328, 19171, -2.84154, -48.04776, -1.48867, -0.4252, -0.44882, -0.77953,  1.00, -0.46457,  0.26772, -0.84252,  1.00,  0.4585,  0.12457,  0.92831,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
8329, 19173, -1.34895, -47.3479, -1.83002, -0.18898, -0.47244, -0.85827,  1.00, -0.2126,  0.22835, -0.95276,  1.00,  0.46474,  0.11853,  0.92914,  0.91188,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
8330, 19172, -2.63179, -47.3479, -1.37886, -0.29134, -0.79528, -0.53543,  1.00, -0.46457,  0.26772, -0.84252,  1.00,  0.46474,  0.12457,  0.92831,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
8331, 19174, -1.45661, -48.04776, -1.97573, -0.13386, -0.79528, -0.59055,  1.00, -0.2126,  0.22835, -0.95276,  1.00,  0.45889,  0.11853,  0.92914,  0.91188,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
8332, 19173, -1.34895, -47.3479, -1.83002, -0.18898, -0.47244, -0.85827,  1.00, -0.2126,  0.22835, -0.95276,  1.00,  0.46474,  0.11853,  0.92914,  0.91188,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
8333, 19171, -2.84154, -48.04776, -1.48867, -0.4252, -0.44882, -0.77953,  1.00, -0.46457,  0.26772, -0.84252,  1.00,  0.4585,  0.12457,  0.92831,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
8334, 19175,  0.00, -48.04776, -2.11908,  0.00, -0.62992, -0.77953,  1.00,  0.00,  0.22047, -0.97638,  1.00,  0.45935,  0.11003,  0.92997,  0.91188,  0.99608,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
8335, 19173, -1.34895, -47.3479, -1.83002, -0.18898, -0.47244, -0.85827,  1.00, -0.2126,  0.22835, -0.95276,  1.00,  0.46474,  0.11853,  0.92914,  0.91188,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
8336, 19174, -1.45661, -48.04776, -1.97573, -0.13386, -0.79528, -0.59055,  1.00, -0.2126,  0.22835, -0.95276,  1.00,  0.45889,  0.11853,  0.92914,  0.91188,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
